Query_ID,Hit_ID,Hit_Description,Identity_%,Coverage_%,E_value,Confidence,AMR_Status
WP_000344337.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000344352.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000347061.1,gnl|BL_ORD_ID|2555,gb|ABO11759.2|ARO:3004573|Abau_AbaF [Acinetobacter baumannii ATCC 17978] ,32.24,91.2,2.32359e-66,Weak,Possible
WP_000347896.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000348300.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000348360.1,gnl|BL_ORD_ID|4721,gb|MCO7070877.1|ARO:3007433|almE [Vibrio cholerae] ,21.81,105.28,2.20688e-09,Weak,Possible
WP_000349655.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000350976.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000351761.1,gnl|BL_ORD_ID|2182,gb|ALH22601.1|ARO:3000620|adeL [Acinetobacter baumannii] ,24.35,39.38,1.76033e-08,Weak,Possible
WP_000353634.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000353955.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000354088.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000354114.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000354184.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000355845.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000356963.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000356975.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000358000.1,gnl|BL_ORD_ID|2212,gb|AAN28945.1|ARO:3003785|Ctra_murA_FOF [Chlamydia trachomatis] ,37.7,103.33,6.52793e-83,Weak,Possible
WP_000358144.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000358311.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000358498.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000359086.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000361544.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000362212.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000362357.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000362503.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000362967.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000364542.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000365049.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000365246.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000365320.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000365354.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000366154.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000367064.1,gnl|BL_ORD_ID|145,gb|ACD35503.1|ARO:3000572|tet(42) [Micrococcus sp. SMCC G887] ,23.39,61.08,5.16829e-07,Weak,Possible
WP_000367419.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000368166.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000368227.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000368341.1,gnl|BL_ORD_ID|1210,gb|CAA79727.1|ARO:3000191|tet(Q) [Bacteroides fragilis] ,25.51,72.32,1.49963e-30,Weak,Possible
WP_000368653.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000368687.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000368849.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000368902.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000369722.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000370124.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000370182.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000370334.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000370924.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000372758.1,gnl|BL_ORD_ID|590,gb|CAA88265.1|ARO:3002898|SAT-3 [Escherichia coli] ,27.37,61.69,6.5277e-06,Weak,Possible
WP_000375476.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000375647.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000375686.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000375864.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000376235.1,gnl|BL_ORD_ID|1216,gb|AAC75731.1|ARO:3000516|emrR [Escherichia coli str. K-12 substr. MG1655] ,28.83,77.08,5.22365e-09,Weak,Possible
WP_000377064.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000379054.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000379098.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000379821.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000379888.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000379978.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000381270.1,gnl|BL_ORD_ID|4472,gb|AGP27106.1|ARO:3007010|norC [Staphylococcus aureus] ,59.4,99.36,0.0,Strong,Yes
WP_000381849.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000382585.1,gnl|BL_ORD_ID|1525,gb|AFK13828.1|ARO:3000823|ramA [Enterobacter cloacae] ,32.98,32.64,1.09693e-10,Weak,Possible
WP_000382904.1,gnl|BL_ORD_ID|314,gb|AAA99504.1|ARO:3002987|bcrA [Bacillus licheniformis] ,37.67,96.54,3.59668e-39,Weak,Possible
WP_000383180.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000383804.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000383814.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000384171.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000384474.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000384523.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000384691.1,gnl|BL_ORD_ID|4508,gb|AEY83581.1|ARO:3000510|Saur_mupB_MUP [Staphylococcus aureus] ,30.8,95.97,1.84514e-117,Weak,Possible
WP_000386366.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000386736.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000386891.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000387527.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000388082.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000389524.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000389662.1,gnl|BL_ORD_ID|2174,gb|ANZ79241.1|ARO:3004036|tetB(60) [uncultured bacterium] ,31.91,87.36,5.10678e-27,Weak,Possible
WP_000389956.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000390328.1,gnl|BL_ORD_ID|148,gb|AAA99931.1|ARO:3003060|tsnR [Streptomyces laurentii] ,25.0,85.48,1.23604e-08,Weak,Possible
WP_000390529.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000390575.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000390829.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000391031.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000392691.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000394698.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000394915.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000395153.1,gnl|BL_ORD_ID|463,gb|AAC60780.1|ARO:3003049|rosB [Yersinia enterocolitica (type O:8)] ,22.14,65.47,2.85346e-06,Weak,Possible
WP_000395498.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000395692.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000396077.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000397416.1,gnl|BL_ORD_ID|786,gb|BAB56495.1|ARO:3000746|mepR [Staphylococcus aureus subsp. aureus Mu50] ,100.0,100.0,4.90375e-102,Strong,Yes
WP_000398672.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000398679.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000398941.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000400032.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000401377.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000401414.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000401977.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000402172.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000402465.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000402605.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000402656.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000402803.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000402904.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000403840.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000403916.1,gnl|BL_ORD_ID|1891,gb|CAA79966.1|ARO:3003665|NmcR [Enterobacter cloacae] ,27.54,46.94,6.35473e-10,Weak,Possible
WP_000404342.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000404422.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000404653.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000406611.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000406842.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000409167.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000410568.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000410720.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000410771.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000411085.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000411299.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000412514.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000413173.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000413437.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000413865.1,gnl|BL_ORD_ID|4551,gb|BAE85481.1|ARO:3003727|vanK_in_vanI_cl [Desulfitobacterium hafniense Y51] ,22.65,80.76,1.24653e-18,Weak,Possible
WP_000414177.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000414205.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000414628.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000414685.1,gnl|BL_ORD_ID|4472,gb|AGP27106.1|ARO:3007010|norC [Staphylococcus aureus] ,70.77,98.27,0.0,Strong,Yes
WP_000415675.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000416756.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000416759.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000417016.1,gnl|BL_ORD_ID|4487,gb|AAA65955.1|ARO:3002942|vanH_in_vanA_cl [Enterococcus faecium] ,33.86,79.18,1.18588e-34,Weak,Possible
WP_000417369.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000421225.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000421410.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000421701.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000422858.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000422909.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000424966.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000425353.1,gnl|BL_ORD_ID|4508,gb|AEY83581.1|ARO:3000510|Saur_mupB_MUP [Staphylococcus aureus] ,23.94,104.91,2.65966e-66,Weak,Possible
WP_000426696.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000426912.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000426914.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000427770.1,gnl|BL_ORD_ID|2174,gb|ANZ79241.1|ARO:3004036|tetB(60) [uncultured bacterium] ,30.0,70.55,1.21682e-21,Weak,Possible
WP_000428172.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000429014.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000429558.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000429674.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000429766.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000431234.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000431307.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000431312.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000432017.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000432077.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000432279.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000432356.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000432907.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000433363.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000433551.1,gnl|BL_ORD_ID|2644,gb|ADZ12699.1|ARO:3005091|RanA [Riemerella anatipestifer RA-GD] ,29.73,71.15,5.37721e-31,Weak,Possible
WP_000434765.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000434933.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000435044.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000435068.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000435108.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000435132.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000435374.1,gnl|BL_ORD_ID|148,gb|AAA99931.1|ARO:3003060|tsnR [Streptomyces laurentii] ,25.41,99.19,6.31393e-15,Weak,Possible
WP_000435806.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000436818.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000437472.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000437967.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000438833.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000439693.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000442480.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000446299.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000446724.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000447678.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000447710.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000447733.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000448078.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000448222.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000448901.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000448934.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000449061.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000449218.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000449655.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000450257.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000450297.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000450553.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000451295.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000451438.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000451837.1,gnl|BL_ORD_ID|1912,gb|AAK37619.1|ARO:3000481|tet(35) [Vibrio harveyi] ,32.84,30.66,4.14245e-07,Weak,Possible
WP_000453320.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000454064.1,gnl|BL_ORD_ID|2554,gb|AWN09461.1|ARO:3004571|PNGM-1 [uncultured bacterium] ,28.87,31.7,4.24794e-06,Weak,Possible
WP_000454413.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000454784.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000455256.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000455597.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000455861.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000455987.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000456139.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000456489.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000457386.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000459057.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000460242.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000460421.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000460983.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000465472.1,gnl|BL_ORD_ID|1944,gb|AJP77071.1|ARO:3003714|PEDO-2 [Pedobacter sp. ALS-14] ,29.55,29.73,4.68396e-06,Weak,Possible
WP_000466748.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000466784.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000467123.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000467652.1,gnl|BL_ORD_ID|2661,gb|AZK52946.1|ARO:3005118|AAC(6')-Ib-cr8 [Salmonella enterica subsp. enterica serovar Derby] ,24.55,92.27,7.96214e-07,Weak,Possible
WP_000467994.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000468384.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000469890.1,gnl|BL_ORD_ID|1668,gb|AAC76093.1|ARO:3002986|bacA [Escherichia coli str. K-12 substr. MG1655] ,45.58,97.25,3.53711e-74,Strong,Yes
WP_000469916.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000469949.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000470336.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000471571.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000472235.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000472256.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000472302.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000472936.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000473596.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000473652.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000473675.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000473705.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000475326.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000475805.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000476873.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000477329.1,gnl|BL_ORD_ID|311,gb|AAD51347.1|ARO:3003067|smeS [Stenotrophomonas maltophilia] ,29.3,59.74,3.33775e-28,Weak,Possible
WP_000477492.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000477504.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000477521.1,gnl|BL_ORD_ID|1264,gb|ATC67679.1|ARO:3000838|arlR [Staphylococcus aureus subsp. aureus str. Newman] ,28.92,65.87,1.5685e-08,Weak,Possible
WP_000477934.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000477959.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000477992.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000479279.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000479576.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000480603.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000480800.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000481425.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000481443.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000482650.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000483049.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000483153.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000483713.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000486494.1,gnl|BL_ORD_ID|1104,gb|AAF67494.2|ARO:3002522|novA [Streptomyces niveus] ,27.58,102.43,7.98491e-87,Weak,Possible
WP_000486816.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000487150.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000491382.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000491755.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000491986.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000492114.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000492284.1,gnl|BL_ORD_ID|1326,gb|AAB28795.1|ARO:3000178|tet(K) [Staphylococcus aureus] ,99.78,100.0,0.0,Strong,Yes
WP_000493892.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000494134.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000494956.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000495498.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000495671.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000496100.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000498572.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000499195.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000499647.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000503581.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000503817.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000504439.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000505015.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000505965.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000506531.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000509668.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000510433.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000511135.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000513308.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000514290.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000514391.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000516261.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000516800.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000517187.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000517908.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000520233.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000521491.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000521533.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000521958.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000522384.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000523151.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000523665.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000524836.1,gnl|BL_ORD_ID|314,gb|AAA99504.1|ARO:3002987|bcrA [Bacillus licheniformis] ,32.14,103.01,9.95247e-39,Weak,Possible
WP_000524902.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000525001.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000525078.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000525112.1,gnl|BL_ORD_ID|2101,gb|APB03219.1|ARO:3003986|TaeA [Paenibacillus sp. LC231] ,39.29,102.71,1.48519e-163,Weak,Possible
WP_000526539.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000526687.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000527296.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000528512.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000528923.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000529138.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000529877.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000531320.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000531476.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000531823.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000532966.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000533238.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000533485.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000534425.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000535834.1,gnl|BL_ORD_ID|2125,gb|SOX29786.1|ARO:3004730|tva(A) [Brachyspira hyodysenteriae] ,24.1,38.61,6.2984e-06,Weak,Possible
WP_000536961.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000538141.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000538766.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000539688.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000542274.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000542309.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000543163.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000544969.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000545115.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000545370.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000545451.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000545928.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000546584.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000547687.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000547794.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000547833.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000547905.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000548707.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000548781.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000548932.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000549207.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000549223.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000549278.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000549548.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000549734.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000551283.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000551362.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000551762.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000551776.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000553926.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000554504.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000556760.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000558769.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000558975.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000559156.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000560841.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000561358.1,No Hit,No AMR Match,0.0,0.0,-,None,No
WP_000562498.1,No Hit,No AMR Match,0.0,0.0,-,None,No
